city,year,weekofyear,total_cases
sj,2010,36,91
sj,2010,37,73
sj,2010,38,63
sj,2010,39,48
sj,2010,40,45
sj,2010,41,79
sj,2010,42,77
sj,2010,43,102
sj,2010,44,52
sj,2010,45,56
sj,2010,46,59
sj,2010,47,52
sj,2010,48,75
sj,2010,49,53
sj,2010,50,57
sj,2010,51,51
sj,2011,52,35
sj,2011,1,15
sj,2011,2,18
sj,2011,3,18
sj,2011,4,15
sj,2011,5,12
sj,2011,6,10
sj,2011,7,15
sj,2011,8,12
sj,2011,9,8
sj,2011,10,6
sj,2011,11,8
sj,2011,12,7
sj,2011,13,8
sj,2011,14,2
sj,2011,15,3
sj,2011,16,2
sj,2011,17,2
sj,2011,18,9
sj,2011,19,9
sj,2011,20,5
sj,2011,21,5
sj,2011,22,8
sj,2011,23,7
sj,2011,24,8
sj,2011,25,15
sj,2011,26,16
sj,2011,27,11
sj,2011,28,10
sj,2011,29,16
sj,2011,30,22
sj,2011,31,23
sj,2011,32,54
sj,2011,33,33
sj,2011,34,31
sj,2011,35,34
sj,2011,36,22
sj,2011,37,30
sj,2011,38,37
sj,2011,39,33
sj,2011,40,31
sj,2011,41,36
sj,2011,42,44
sj,2011,43,29
sj,2011,44,42
sj,2011,45,47
sj,2011,46,28
sj,2011,47,41
sj,2011,48,39
sj,2011,49,25
sj,2011,50,40
sj,2011,51,27
sj,2012,52,19
sj,2012,1,16
sj,2012,2,10
sj,2012,3,11
sj,2012,4,15
sj,2012,5,12
sj,2012,6,9
sj,2012,7,9
sj,2012,8,9
sj,2012,9,10
sj,2012,10,7
sj,2012,11,7
sj,2012,12,4
sj,2012,13,6
sj,2012,14,4
sj,2012,15,4
sj,2012,16,9
sj,2012,17,4
sj,2012,18,4
sj,2012,19,6
sj,2012,20,8
sj,2012,21,3
sj,2012,22,5
sj,2012,23,8
sj,2012,24,7
sj,2012,25,45
sj,2012,26,46
sj,2012,27,8
sj,2012,28,5
sj,2012,29,9
sj,2012,30,11
sj,2012,31,20
sj,2012,32,12
sj,2012,33,39
sj,2012,34,18
sj,2012,35,34
sj,2012,36,22
sj,2012,37,41
sj,2012,38,33
sj,2012,39,33
sj,2012,40,28
sj,2012,41,17
sj,2012,42,22
sj,2012,43,20
sj,2012,44,25
sj,2012,45,30
sj,2012,46,21
sj,2012,47,12
sj,2012,48,18
sj,2012,49,15
sj,2012,50,12
sj,2012,51,12
sj,2013,1,17
sj,2013,2,14
sj,2013,3,13
sj,2013,4,13
sj,2013,5,14
sj,2013,6,9
sj,2013,7,10
sj,2013,8,8
sj,2013,9,9
sj,2013,10,7
sj,2013,11,6
sj,2013,12,4
sj,2013,13,7
sj,2013,14,4
sj,2013,15,4
sj,2013,16,3
sj,2013,17,4
iq,2010,26,0
iq,2010,27,0
iq,2010,28,0
iq,2010,29,0
iq,2010,30,0
iq,2010,31,0
iq,2010,32,0
iq,2010,33,0
iq,2010,34,0
iq,2010,35,0
iq,2010,36,0
iq,2010,37,0
iq,2010,38,0
iq,2010,39,0
iq,2010,40,1
iq,2010,41,0
iq,2010,42,5
iq,2010,43,10
iq,2010,44,3
iq,2010,45,3
iq,2010,46,1
iq,2010,47,1
iq,2010,48,11
iq,2010,49,5
iq,2010,50,13
iq,2010,51,9
iq,2011,52,7
iq,2011,1,11
iq,2011,2,10
iq,2011,3,9
iq,2011,4,7
iq,2011,5,3
iq,2011,6,11
iq,2011,7,15
iq,2011,8,11
iq,2011,9,17
iq,2011,10,9
iq,2011,11,7
iq,2011,12,5
iq,2011,13,9
iq,2011,14,5
iq,2011,15,4
iq,2011,16,10
iq,2011,17,5
iq,2011,18,8
iq,2011,19,3
iq,2011,20,3
iq,2011,21,4
iq,2011,22,1
iq,2011,23,4
iq,2011,24,2
iq,2011,25,3
iq,2011,26,2
iq,2011,27,2
iq,2011,28,2
iq,2011,29,1
iq,2011,30,2
iq,2011,31,3
iq,2011,32,6
iq,2011,33,5
iq,2011,34,4
iq,2011,35,5
iq,2011,36,2
iq,2011,37,3
iq,2011,38,7
iq,2011,39,3
iq,2011,40,7
iq,2011,41,16
iq,2011,42,14
iq,2011,43,5
iq,2011,44,12
iq,2011,45,4
iq,2011,46,7
iq,2011,47,4
iq,2011,48,6
iq,2011,49,21
iq,2011,50,10
iq,2011,51,12
iq,2012,52,10
iq,2012,1,15
iq,2012,2,9
iq,2012,3,12
iq,2012,4,13
iq,2012,5,15
iq,2012,6,10
iq,2012,7,14
iq,2012,8,19
iq,2012,9,17
iq,2012,10,8
iq,2012,11,4
iq,2012,12,5
iq,2012,13,4
iq,2012,14,4
iq,2012,15,5
iq,2012,16,9
iq,2012,17,6
iq,2012,18,6
iq,2012,19,1
iq,2012,20,9
iq,2012,21,3
iq,2012,22,5
iq,2012,23,3
iq,2012,24,2
iq,2012,25,4
iq,2012,26,4
iq,2012,27,3
iq,2012,28,4
iq,2012,29,8
iq,2012,30,7
iq,2012,31,3
iq,2012,32,4
iq,2012,33,5
iq,2012,34,10
iq,2012,35,5
iq,2012,36,7
iq,2012,37,4
iq,2012,38,8
iq,2012,39,3
iq,2012,40,22
iq,2012,41,10
iq,2012,42,6
iq,2012,43,6
iq,2012,44,21
iq,2012,45,5
iq,2012,46,20
iq,2012,47,25
iq,2012,48,7
iq,2012,49,23
iq,2012,50,16
iq,2012,51,7
iq,2013,1,13
iq,2013,2,20
iq,2013,3,14
iq,2013,4,13
iq,2013,5,22
iq,2013,6,17
iq,2013,7,17
iq,2013,8,13
iq,2013,9,23
iq,2013,10,13
iq,2013,11,10
iq,2013,12,19
iq,2013,13,6
iq,2013,14,6
iq,2013,15,11
iq,2013,16,6
iq,2013,17,7
iq,2013,18,4
iq,2013,19,8
iq,2013,20,8
iq,2013,21,3
iq,2013,22,3
iq,2013,23,2
iq,2013,24,6
iq,2013,25,2
iq,2013,26,2
