city,year,weekofyear,total_cases
sj,2012,22,13
sj,2012,23,16
sj,2012,24,13
sj,2012,25,30
sj,2012,26,26
sj,2012,27,34
sj,2012,28,32
sj,2012,29,59
sj,2012,30,87
sj,2012,31,66
sj,2012,32,63
sj,2012,33,74
sj,2012,34,54
sj,2012,35,72
sj,2012,36,57
sj,2012,37,93
sj,2012,38,69
sj,2012,39,74
sj,2012,40,69
sj,2012,41,85
sj,2012,42,84
sj,2012,43,90
sj,2012,44,107
sj,2012,45,120
sj,2012,46,106
sj,2012,47,97
sj,2012,48,86
sj,2012,49,70
sj,2012,50,91
sj,2012,51,71
sj,2013,1,82
sj,2013,2,93
sj,2013,3,87
sj,2013,4,59
sj,2013,5,66
sj,2013,6,61
sj,2013,7,65
sj,2013,8,33
sj,2013,9,35
sj,2013,10,29
sj,2013,11,18
sj,2013,12,20
sj,2013,13,16
sj,2013,14,14
sj,2013,15,14
sj,2013,16,14
sj,2013,17,12
iq,2010,26,4
iq,2010,27,3
iq,2010,28,4
iq,2010,29,3
iq,2010,30,3
iq,2010,31,3
iq,2010,32,3
iq,2010,33,3
iq,2010,34,2
iq,2010,35,2
iq,2010,36,3
iq,2010,37,3
iq,2010,38,3
iq,2010,39,3
iq,2010,40,6
iq,2010,41,5
iq,2010,42,5
iq,2010,43,5
iq,2010,44,7
iq,2010,45,6
iq,2010,46,8
iq,2010,47,7
iq,2010,48,9
iq,2010,49,10
iq,2010,50,8
iq,2010,51,11
iq,2011,52,10
iq,2011,1,10
iq,2011,2,12
iq,2011,3,10
iq,2011,4,8
iq,2011,5,11
iq,2011,6,12
iq,2011,7,10
iq,2011,8,6
iq,2011,9,7
iq,2011,10,7
iq,2011,11,10
iq,2011,12,10
iq,2011,13,7
iq,2011,14,6
iq,2011,15,8
iq,2011,16,6
iq,2011,17,7
iq,2011,18,7
iq,2011,19,5
iq,2011,20,5
iq,2011,21,5
iq,2011,22,5
iq,2011,23,4
iq,2011,24,6
iq,2011,25,6
iq,2011,26,5
iq,2011,27,5
iq,2011,28,5
iq,2011,29,5
iq,2011,30,6
iq,2011,31,5
iq,2011,32,11
iq,2011,33,4
iq,2011,34,7
iq,2011,35,32
iq,2011,36,11
iq,2011,37,5
iq,2011,38,5
iq,2011,39,13
iq,2011,40,12
iq,2011,41,7
iq,2011,42,6
iq,2011,43,36
iq,2011,44,7
iq,2011,45,7
iq,2011,46,7
iq,2011,47,5
iq,2011,48,6
iq,2011,49,7
iq,2011,50,7
iq,2011,51,7
iq,2012,52,8
iq,2012,1,7
iq,2012,2,7
iq,2012,3,7
iq,2012,4,6
iq,2012,5,8
iq,2012,6,7
iq,2012,7,6
iq,2012,8,7
iq,2012,9,5
iq,2012,10,5
iq,2012,11,5
iq,2012,12,4
iq,2012,13,5
iq,2012,14,3
iq,2012,15,5
iq,2012,16,5
iq,2012,17,5
iq,2012,18,5
iq,2012,19,4
iq,2012,20,5
iq,2012,21,4
iq,2012,22,3
iq,2012,23,3
iq,2012,24,4
iq,2012,25,3
iq,2012,26,3
iq,2012,27,3
iq,2012,28,2
iq,2012,29,2
iq,2012,30,2
iq,2012,31,3
iq,2012,32,2
iq,2012,33,3
iq,2012,34,2
iq,2012,35,4
iq,2012,36,2
iq,2012,37,2
iq,2012,38,4
iq,2012,39,4
iq,2012,40,3
iq,2012,41,4
iq,2012,42,7
iq,2012,43,12
iq,2012,44,8
iq,2012,45,24
iq,2012,46,16
iq,2012,47,15
iq,2012,48,12
iq,2012,49,10
iq,2012,50,10
iq,2012,51,9
iq,2013,1,10
iq,2013,2,8
iq,2013,3,8
iq,2013,4,9
iq,2013,5,8
iq,2013,6,7
iq,2013,7,7
iq,2013,8,7
iq,2013,9,7
iq,2013,10,6
iq,2013,11,7
iq,2013,12,7
iq,2013,13,8
iq,2013,14,7
iq,2013,15,13
iq,2013,16,8
iq,2013,17,9
iq,2013,18,41
iq,2013,19,11
iq,2013,20,6
iq,2013,21,5
iq,2013,22,6
iq,2013,23,5
iq,2013,24,5
iq,2013,25,4
iq,2013,26,4
