city,year,weekofyear,total_cases
sj,2012,32,62
sj,2012,33,49
sj,2012,34,101
sj,2012,35,69
sj,2012,36,48
sj,2012,37,61
sj,2012,38,69
sj,2012,39,48
sj,2012,40,49
sj,2012,41,51
sj,2012,42,73
sj,2012,43,64
sj,2012,44,100
sj,2012,45,100
sj,2012,46,80
sj,2012,47,61
sj,2012,48,50
sj,2012,49,72
sj,2012,50,89
sj,2012,51,108
sj,2013,1,64
sj,2013,2,80
sj,2013,3,81
sj,2013,4,50
sj,2013,5,57
sj,2013,6,49
sj,2013,7,47
sj,2013,8,34
sj,2013,9,28
sj,2013,10,37
sj,2013,11,23
sj,2013,12,18
sj,2013,13,18
sj,2013,14,18
sj,2013,15,12
sj,2013,16,13
sj,2013,17,12
iq,2010,26,4
iq,2010,27,4
iq,2010,28,4
iq,2010,29,4
iq,2010,30,3
iq,2010,31,4
iq,2010,32,3
iq,2010,33,3
iq,2010,34,3
iq,2010,35,3
iq,2010,36,3
iq,2010,37,3
iq,2010,38,3
iq,2010,39,3
iq,2010,40,4
iq,2010,41,4
iq,2010,42,4
iq,2010,43,5
iq,2010,44,6
iq,2010,45,7
iq,2010,46,8
iq,2010,47,7
iq,2010,48,8
iq,2010,49,9
iq,2010,50,9
iq,2010,51,9
iq,2011,52,8
iq,2011,1,10
iq,2011,2,10
iq,2011,3,8
iq,2011,4,8
iq,2011,5,9
iq,2011,6,10
iq,2011,7,8
iq,2011,8,7
iq,2011,9,7
iq,2011,10,7
iq,2011,11,9
iq,2011,12,8
iq,2011,13,6
iq,2011,14,6
iq,2011,15,6
iq,2011,16,6
iq,2011,17,7
iq,2011,18,6
iq,2011,19,5
iq,2011,20,5
iq,2011,21,5
iq,2011,22,4
iq,2011,23,4
iq,2011,24,4
iq,2011,25,4
iq,2011,26,4
iq,2011,27,3
iq,2011,28,4
iq,2011,29,4
iq,2011,30,4
iq,2011,31,5
iq,2011,32,10
iq,2011,33,4
iq,2011,34,7
iq,2011,35,28
iq,2011,36,11
iq,2011,37,5
iq,2011,38,5
iq,2011,39,12
iq,2011,40,12
iq,2011,41,6
iq,2011,42,9
iq,2011,43,30
iq,2011,44,12
iq,2011,45,7
iq,2011,46,7
iq,2011,47,6
iq,2011,48,7
iq,2011,49,7
iq,2011,50,7
iq,2011,51,7
iq,2012,52,8
iq,2012,1,6
iq,2012,2,6
iq,2012,3,6
iq,2012,4,5
iq,2012,5,6
iq,2012,6,5
iq,2012,7,5
iq,2012,8,6
iq,2012,9,5
iq,2012,10,5
iq,2012,11,4
iq,2012,12,4
iq,2012,13,5
iq,2012,14,3
iq,2012,15,5
iq,2012,16,5
iq,2012,17,5
iq,2012,18,6
iq,2012,19,5
iq,2012,20,5
iq,2012,21,4
iq,2012,22,4
iq,2012,23,4
iq,2012,24,3
iq,2012,25,3
iq,2012,26,3
iq,2012,27,3
iq,2012,28,3
iq,2012,29,3
iq,2012,30,3
iq,2012,31,3
iq,2012,32,3
iq,2012,33,3
iq,2012,34,3
iq,2012,35,3
iq,2012,36,3
iq,2012,37,3
iq,2012,38,4
iq,2012,39,4
iq,2012,40,4
iq,2012,41,5
iq,2012,42,8
iq,2012,43,11
iq,2012,44,10
iq,2012,45,20
iq,2012,46,17
iq,2012,47,14
iq,2012,48,10
iq,2012,49,11
iq,2012,50,10
iq,2012,51,8
iq,2013,1,9
iq,2013,2,9
iq,2013,3,7
iq,2013,4,7
iq,2013,5,6
iq,2013,6,6
iq,2013,7,6
iq,2013,8,6
iq,2013,9,6
iq,2013,10,6
iq,2013,11,6
iq,2013,12,7
iq,2013,13,7
iq,2013,14,7
iq,2013,15,13
iq,2013,16,7
iq,2013,17,10
iq,2013,18,37
iq,2013,19,13
iq,2013,20,7
iq,2013,21,5
iq,2013,22,5
iq,2013,23,5
iq,2013,24,4
iq,2013,25,4
iq,2013,26,4
