city,year,weekofyear,total_cases
iq,2013,5,9
iq,2013,6,10
iq,2013,7,10
iq,2013,8,9
iq,2013,9,9
iq,2013,10,10
iq,2013,11,9
iq,2013,12,10
iq,2013,13,10
iq,2013,14,9
iq,2013,15,9
iq,2013,16,10
iq,2013,17,9
iq,2013,18,4
iq,2013,19,9
iq,2013,20,8
iq,2013,21,8
iq,2013,22,8
iq,2013,23,8
iq,2013,24,6
iq,2013,25,5
iq,2013,26,6
